,Trip,Latitude[deg],Vehicle Speed[km/h],Air Conditioning Power[Watts],Heater Power[Watts],Power drained(kW),Longitude[deg],Nos
14920,1817,42.27407889,46.25999832,400,250,-13.3,-83.77651111,1
14921,1817,42.27407889,46.25999832,400,250,-12.92,-83.77651111,1
14922,1817,42.27407889,46.89999771,400,250,-13.3,-83.77651111,1
14923,1817,42.27407889,46.89999771,400,250,-12.54,-83.77651111,1
14924,1817,42.27407889,48.32999802,400,250,-12.54,-83.77651111,1
14925,1817,42.27407889,48.32999802,400,250,-11.4,-83.77651111,1
14926,1817,42.2741975,48.32999802,400,250,-11.415,-83.77611889,1
14927,1817,42.2741975,48.32999802,400,250,-11.4,-83.77611889,1
14928,1817,42.2741975,48.90999985,400,250,-11.98575,-83.77611889,1
14929,1817,42.2741975,48.90999985,400,250,-11.415,-83.77611889,1
14930,1817,42.2741975,49.40999985,400,250,-11.98575,-83.77611889,1
14931,1817,42.2741975,49.40999985,400,250,-11.22475,-83.77611889,1
14932,1817,42.2741975,50.73999786,400,250,-11.60525,-83.77611889,1
14933,1817,42.2741975,50.73999786,400,250,-11.22475,-83.77611889,1
14934,1817,42.27433583,50.73999786,400,250,-11.60525,-83.77577889,1
14935,1817,42.27433583,51.75999832,400,250,-11.60525,-83.77577889,1
14936,1817,42.27433583,52.68000031,400,250,-11.60525,-83.77577889,1
14937,1817,42.27433583,52.68000031,400,250,-7.62,-83.77577889,1
14938,1817,42.27433583,52.68000031,400,250,-7.61,-83.77577889,1
14939,1817,42.27433583,53.80999756,400,250,-7.62,-83.77577889,1
14940,1817,42.27452528,53.80999756,400,250,-7.62,-83.77546444,1
14941,1817,42.27452528,54.46999741,400,250,-7.62,-83.77546444,1
14942,1817,42.27452528,54.46999741,400,250,-4.7625,-83.77546444,1
14943,1817,42.27452528,55.38999939,400,250,-4.7625,-83.77546444,1
14944,1817,42.27452528,55.38999939,400,250,-0.9525,-83.77546444,1
14945,1817,42.27452528,56.5,400,250,-0.9525,-83.77546444,1
14946,1817,42.27466361,56.5,400,250,-0.9525,-83.775095,1
14947,1817,42.27466361,56.5,400,250,-0.381,-83.775095,1
14948,1817,42.27466361,57.20999908,400,250,-0.3845,-83.775095,1
14949,1817,42.27466361,57.20999908,400,250,-0.381,-83.775095,1
14950,1817,42.27466361,57.84999847,400,250,-0.3845,-83.775095,1
14951,1817,42.27466361,57.84999847,400,250,-0.19225,-83.775095,1
14952,1817,42.27487861,56.02999878,400,250,4.614,-83.77442917,1
14953,1817,42.27487861,56.02999878,400,250,6.5365,-83.77442917,1
14954,1817,42.27487861,56.56999969,400,250,6.5365,-83.77442917,1
14955,1817,42.27487861,56.56999969,400,250,7.69,-83.77442917,1
14956,1817,42.27487861,57.38999939,400,250,-0.19225,-83.77442917,1
14957,1817,42.27487861,57.38999939,400,250,7.69,-83.77442917,1
14958,1817,42.27512444,55.25999832,400,250,-3.096,-83.77367444,1
14959,1817,42.27512444,55.25999832,400,250,-2.1285,-83.77367444,1
14960,1817,42.27512444,55.48999786,400,250,4.614,-83.77367444,1
14961,1817,42.27512444,55.48999786,400,250,4.644,-83.77367444,1
14962,1817,42.27512444,55.52000046,400,250,-2.1285,-83.77367444,1
14963,1817,42.27512444,55.52000046,400,250,4.644,-83.77367444,1
14964,1817,42.27512444,56.02999878,400,250,4.614,-83.77367444,1
14965,1817,42.27535639,54.97999954,400,250,-3.096,-83.77307306,1
14966,1817,42.27535639,55.25999832,400,250,-3.096,-83.77307306,1
14967,1817,42.27535639,55.45999908,400,250,-9.8685,-83.77307306,1
14968,1817,42.27535639,55.45999908,400,250,-9.741,-83.77307306,1
14969,1817,42.27535639,55.45999908,400,250,-3.096,-83.77307306,1
14970,1817,42.27535639,55.84999847,400,250,-9.741,-83.77307306,1
14971,1817,42.27560361,55.84999847,400,250,-9.741,-83.77246333,1
14972,1817,42.27560361,56.19999695,400,250,-9.741,-83.77246333,1
14973,1817,42.27560361,56.59000015,400,250,-9.741,-83.77246333,1
14974,1817,42.27560361,56.59000015,400,250,-9.359,-83.77246333,1
14975,1817,42.27560361,57.47999954,400,250,-9.359,-83.77246333,1
14976,1817,42.27560361,57.47999954,400,250,-8.404,-83.77246333,1
14977,1817,42.27567389,58.23999786,400,250,-12.192,-83.7693275,1
14978,1817,42.27567389,59.13999939,400,250,-12.43125,-83.7693275,1
14979,1817,42.27567389,59.13999939,400,250,-12.24,-83.7693275,1
14980,1817,42.27567389,59.13999939,400,250,-12.192,-83.7693275,1
14981,1817,42.27567389,59.7899971,400,250,-12.43125,-83.7693275,1
14982,1817,42.27567389,59.7899971,400,250,-11.28375,-83.7693275,1
14983,1817,42.27568306,57.47999954,400,250,-8.404,-83.77202111,1
14984,1817,42.27568306,57.97999954,400,250,-8.404,-83.77202111,1
14985,1817,42.27568306,57.97999954,400,250,-6.3195,-83.77202111,1
14986,1817,42.27568306,57.97999954,400,250,-6.303,-83.77202111,1
14987,1817,42.27568306,58.18000031,400,250,-6.3195,-83.77202111,1
14988,1817,42.27568306,58.18000031,400,250,-2.1065,-83.77202111,1
14989,1817,42.27568306,58.54999924,400,250,-2.1065,-83.77202111,1
14990,1817,42.27568306,58.54999924,400,250,-0.1915,-83.77202111,1
14991,1817,42.27569028,60.05999756,400,250,-11.28375,-83.76978028,1
14992,1817,42.27569028,60.05999756,400,250,-8.60625,-83.76978028,1
14993,1817,42.27569028,60.3599968,400,250,-8.60625,-83.76978028,1
14994,1817,42.27569028,60.3599968,400,250,-8.415,-83.76978028,1
14995,1817,42.27569028,60.52000046,400,250,-8.415,-83.76978028,1
14996,1817,42.27574583,60.05999756,400,250,-3.084,-83.77026806,1
14997,1817,42.27574583,60.25999832,400,250,-6.36075,-83.77026806,1
14998,1817,42.27574583,60.25999832,400,250,-3.084,-83.77026806,1
14999,1817,42.27574583,60.52000046,400,250,-7.45875,-83.77026806,1
15000,1817,42.27574583,60.64999771,400,250,-7.51725,-83.77026806,1
15001,1817,42.27574583,60.64999771,400,250,-7.45875,-83.77026806,1
15002,1817,42.27574583,60.64999771,400,250,-6.36075,-83.77026806,1
15003,1817,42.27576417,55.23999786,400,250,-12.3825,-83.76895083,1
15004,1817,42.27576417,55.23999786,400,250,-5.715,-83.76895083,2
15005,1817,42.27576417,56.64999771,400,250,-12.573,-83.76895083,1
15006,1817,42.27576417,56.64999771,400,250,-12.3825,-83.76895083,1
15007,1817,42.27576417,57.44999695,400,250,-12.573,-83.76895083,1
15008,1817,42.27576417,57.44999695,400,250,-12.192,-83.76895083,1
15009,1817,42.27576417,58.23999786,400,250,-12.192,-83.76895083,1
15010,1817,42.27578944,58.54999924,400,250,-0.1915,-83.77144444,1
15011,1817,42.27578944,58.61999893,400,250,-0.1915,-83.77144444,1
15012,1817,42.27578944,58.61999893,400,250,1.532,-83.77144444,1
15013,1817,42.27578944,58.93999863,400,250,1.532,-83.77144444,1
15014,1817,42.27578944,59.2899971,400,250,1.532,-83.77144444,1
15015,1817,42.27578944,59.2899971,400,250,2.1065,-83.77144444,1
15016,1817,42.27583778,59.2899971,400,250,2.1065,-83.77091278,1
15017,1817,42.27583778,59.2899971,400,250,2.12025,-83.77091278,1
15018,1817,42.27583778,59.5399971,400,250,1.1565,-83.77091278,1
15019,1817,42.27583778,59.5399971,400,250,2.12025,-83.77091278,1
15020,1817,42.27583778,59.68000031,400,250,-3.084,-83.77091278,1
15021,1817,42.27583778,59.68000031,400,250,1.1565,-83.77091278,1
15022,1817,42.27583778,60.05999756,400,250,-3.084,-83.77091278,1
15023,1817,42.27590583,51.77999878,350,250,-6.128,-83.76838444,1
15024,1817,42.27590583,52.43999863,350,250,-6.3195,-83.76838444,1
15025,1817,42.27590583,52.43999863,350,250,-6.128,-83.76838444,1
15026,1817,42.27590583,53.72999954,350,250,-6.3195,-83.76838444,1
15027,1817,42.27590583,53.72999954,400,250,-6.3195,-83.76838444,1
15028,1817,42.27590583,53.72999954,400,250,-5.715,-83.76838444,1
15029,1817,42.27590583,55.23999786,400,250,-5.715,-83.76838444,1
15030,1817,42.27602194,51.77999878,350,250,-6.128,-83.76790944,1
15031,1817,42.27602194,52.0,350,250,-9.575,-83.76790944,1
15032,1817,42.27602194,52.0,350,250,-6.128,-83.76790944,1
15033,1817,42.27602194,52.43999863,350,250,-9.575,-83.76790944,1
15034,1817,42.27602194,52.43999863,350,250,-5.745,-83.76790944,1
15035,1817,42.27602194,52.63999939,350,250,-8.0115,-83.76790944,1
15036,1817,42.27602194,52.63999939,350,250,-5.7225,-83.76790944,1
15037,1817,42.27606472,52.63999939,350,250,-8.0115,-83.76754306,1
15038,1817,42.27606472,53.0,350,250,-8.0115,-83.76754306,1
15039,1817,42.27606472,53.82999802,350,250,-9.919,-83.76754306,1
15040,1817,42.27606472,53.82999802,350,250,-8.0115,-83.76754306,1
15041,1817,42.27606472,54.37999725,350,250,-9.919,-83.76754306,1
15042,1817,42.27628083,54.37999725,350,250,-9.919,-83.76701611,1
15043,1817,42.27628083,54.64999771,350,250,-9.919,-83.76701611,1
15044,1817,42.27628083,54.64999771,350,250,-8.404,-83.76701611,1
15045,1817,42.27628083,54.64999771,350,250,-8.393,-83.76701611,1
15046,1817,42.27628083,54.84000015,350,250,-4.775,-83.76701611,1
15047,1817,42.27628083,55.0,350,250,-8.404,-83.76701611,1
15048,1817,42.27628083,55.0,350,250,-4.775,-83.76701611,1
15049,1817,42.27645417,54.18000031,350,250,2.865,-83.76646806,1
15050,1817,42.27645417,54.20999908,350,250,2.865,-83.76646806,1
15051,1817,42.27645417,54.84000015,350,250,-4.775,-83.76646806,1
15052,1817,42.27645417,54.93999863,350,250,-4.775,-83.76646806,1
15053,1817,42.27645417,54.93999863,350,250,2.865,-83.76646806,1
15054,1817,42.27655861,52.65999985,350,250,1.542,-83.76589083,1
15055,1817,42.27655861,52.86999893,350,250,1.542,-83.76589083,1
15056,1817,42.27655861,52.86999893,350,250,2.6985,-83.76589083,1
15057,1817,42.27655861,53.19999695,350,250,2.6985,-83.76589083,1
15058,1817,42.27655861,53.19999695,350,250,4.626,-83.76589083,1
15059,1817,42.27655861,54.18000031,350,250,2.865,-83.76589083,1
15060,1817,42.27655861,54.18000031,350,250,4.584,-83.76589083,1
15061,1817,42.27655861,54.18000031,350,250,4.626,-83.76589083,1
15062,1817,42.27667861,52.48999786,350,250,1.1565,-83.76532917,1
15063,1817,42.27667861,52.48999786,350,250,1.34925,-83.76532917,1
15064,1817,42.27667861,52.5399971,350,250,0.771,-83.76532917,1
15065,1817,42.27667861,52.5399971,350,250,1.34925,-83.76532917,1
15066,1817,42.27667861,52.65999985,350,250,0.771,-83.76532917,1
15067,1817,42.27667861,52.65999985,350,250,1.542,-83.76532917,1
15068,1817,42.27682056,52.15999985,350,250,0.96375,-83.76450583,1
15069,1817,42.27682056,52.47999954,350,250,-2.50575,-83.76450583,1
15070,1817,42.27682056,52.47999954,350,250,0.96375,-83.76450583,1
15071,1817,42.27682056,52.48999786,350,250,0.96375,-83.76450583,1
15072,1817,42.27682056,52.48999786,350,250,1.1565,-83.76450583,1
15073,1817,42.27697583,52.36999893,350,250,-2.50575,-83.76383333,1
15074,1817,42.27697583,52.36999893,350,250,-2.49925,-83.76383333,1
15075,1817,42.27697583,52.47999954,350,250,-2.50575,-83.76383333,1
15076,1817,42.27697583,52.75999832,350,250,-4.9985,-83.76383333,1
15077,1817,42.27697583,52.75999832,350,250,-2.49925,-83.76383333,1
15078,1817,42.27697583,53.18999863,350,250,-4.9985,-83.76383333,1
15079,1817,42.27697583,53.18999863,350,250,-4.80625,-83.76383333,1
15080,1817,42.27701556,53.09000015,350,250,-6.34425,-83.76346139,2
15081,1817,42.27701556,53.09000015,350,250,-6.152,-83.76346139,1
15082,1817,42.27701556,53.18999863,350,250,-4.80625,-83.76346139,1
15083,1817,42.27701556,53.45999908,350,250,-6.152,-83.76346139,1
15084,1817,42.27701556,53.45999908,350,250,-4.80625,-83.76346139,1
15085,1817,42.27701556,53.75999832,350,250,-6.511,-83.76346139,1
15086,1817,42.27701556,53.75999832,350,250,-6.34425,-83.76346139,1
15087,1817,42.27705944,53.75999832,350,250,-6.511,-83.76306528,1
15088,1817,42.27705944,53.88999939,350,250,-6.511,-83.76306528,1
15089,1817,42.27705944,53.88999939,350,250,-6.3195,-83.76306528,1
15090,1817,42.27705944,53.88999939,350,250,-6.128,-83.76306528,1
15091,1817,42.27705944,53.91999817,350,250,-6.128,-83.76306528,1
15092,1817,42.27706389,53.91999817,350,250,-6.128,-83.76263194,1
15093,1817,42.27706389,53.93000031,350,250,-6.3195,-83.76263194,1
15094,1817,42.27706389,53.93000031,350,250,-6.31125,-83.76263194,1
15095,1817,42.27706389,53.93000031,350,250,-6.12,-83.76263194,1
15096,1817,42.27706389,54.09000015,350,250,-6.3195,-83.76263194,1
15097,1817,42.27706389,54.09000015,350,250,-6.128,-83.76263194,1
15098,1817,42.27706389,54.29999924,350,250,-6.12,-83.76263194,1
15099,1817,42.27711444,53.77999878,350,250,-6.885,-83.76228861,1
15100,1817,42.27711444,54.29999924,350,250,-8.0325,-83.76228861,1
15101,1817,42.27711444,54.31999969,350,250,-8.0325,-83.76228861,1
15102,1817,42.27711444,54.31999969,350,250,-6.885,-83.76228861,1
15103,1817,42.27711444,54.46999741,350,250,-6.885,-83.76228861,1
15104,1817,42.2772275,53.36000061,350,250,-4.41025,-83.76183278,1
15105,1817,42.2772275,53.36000061,350,250,-3.25975,-83.76183278,1
15106,1817,42.2772275,53.77000046,350,250,-5.369,-83.76183278,1
15107,1817,42.2772275,53.77000046,350,250,-4.41025,-83.76183278,1
15108,1817,42.2772275,53.77999878,350,250,-6.885,-83.76183278,1
15109,1817,42.2772275,53.77999878,350,250,-5.369,-83.76183278,1
15110,1817,42.2772275,53.77999878,350,250,-5.355,-83.76183278,1
15111,1817,42.27758639,45.88999939,350,250,9.5875,-83.76070528,1
15112,1817,42.27758639,45.88999939,350,250,14.573,-83.76070528,1
15113,1817,42.27758639,45.88999939,350,250,14.801,-83.76070528,1
15114,1817,42.27758639,49.20000076,350,250,9.5875,-83.76070528,1
15115,1817,42.27758639,49.20000076,350,250,9.77925,-83.76070528,1
15116,1817,42.27758639,51.63999939,350,250,-3.25975,-83.76070528,1
15117,1817,42.27758639,51.63999939,350,250,9.77925,-83.76070528,1
15118,1817,42.27775028,35.93999863,350,250,10.127,-83.76009944,1
15119,1817,42.27775028,35.93999863,350,250,11.87975,-83.76009944,1
15120,1817,42.27775028,38.91999817,350,250,11.87975,-83.76009944,1
15121,1817,42.27775028,38.91999817,350,250,13.04825,-83.76009944,1
15122,1817,42.27775028,42.32999802,350,250,13.04825,-83.76009944,1
15123,1817,42.27775028,42.32999802,350,250,14.801,-83.76009944,1
15124,1817,42.27775028,45.88999939,350,250,14.801,-83.76009944,1
15125,1817,42.27789583,26.75,350,250,5.626,-83.75958667,1
15126,1817,42.27789583,26.75,350,250,7.566,-83.75958667,1
15127,1817,42.27789583,29.79999924,350,250,7.566,-83.75958667,1
15128,1817,42.27789583,29.79999924,350,250,7.59525,-83.75958667,1
15129,1817,42.27789583,29.79999924,350,250,8.9585,-83.75958667,1
15130,1817,42.27789583,32.57999802,350,250,8.9585,-83.75958667,1
15131,1817,42.27789583,32.57999802,350,250,10.127,-83.75958667,1
15132,1817,42.27789583,35.93999863,350,250,10.127,-83.75958667,1
15133,1817,42.27799167,19.38999939,350,250,2.91,-83.75928611,1
15134,1817,42.27799167,19.38999939,350,250,3.88,-83.75928611,1
15135,1817,42.27799167,21.53999901,350,250,3.88,-83.75928611,1
15136,1817,42.27799167,21.53999901,350,250,4.85,-83.75928611,1
15137,1817,42.27799167,23.97999954,350,250,4.85,-83.75928611,1
15138,1817,42.27799167,23.97999954,350,250,5.626,-83.75928611,1
15139,1817,42.27799167,26.75,350,250,5.626,-83.75928611,1
15140,1817,42.27807389,0.0,350,0,-1.73475,-83.75902806,1
15141,1817,42.27807389,0.0,350,0,-1.542,-83.75902806,4
15142,1817,42.27807389,0.0,350,0,-1.34925,-83.75902806,4
15143,1817,42.27807389,0.0,350,0,-1.1565,-83.75902806,2
15144,1817,42.27807389,0.0,350,250,-1.73475,-83.75902806,2
15145,1817,42.27807389,0.0,350,250,5.0115,-83.75902806,1
15146,1817,42.27807389,5.71999979,350,250,5.0245,-83.75902806,1
15147,1817,42.27807389,17.12999916,350,250,2.91,-83.75902806,1
15148,1817,42.27807389,17.12999916,350,250,5.0245,-83.75902806,1
15149,1817,42.27807389,17.12999916,350,250,5.044,-83.75902806,1
15150,1817,42.27807389,19.38999939,350,250,2.91,-83.75902806,1
15151,1817,42.27810806,28.79999924,350,0,-19.225,-83.75907444,1
15152,1817,42.27810806,28.79999924,350,0,-18.95,-83.75907444,1
15153,1817,42.27810806,32.79999924,350,0,-18.95,-83.75907444,1
15154,1817,42.27810806,32.79999924,350,0,-17.813,-83.75907444,1
15155,1817,42.27810806,36.30999756,350,0,-17.813,-83.75907444,1
15156,1817,42.27810806,36.30999756,350,0,-17.2445,-83.75907444,1
15157,1817,42.27810806,39.18000031,350,0,-17.2445,-83.75907444,1
15158,1817,42.27810806,39.18000031,350,0,-16.676,-83.75907444,1
15159,1817,42.27810806,41.52999878,350,0,-16.676,-83.75907444,1
15160,1817,42.27810806,41.52999878,350,0,-13.8335,-83.75907444,1
15161,1817,42.27812333,18.46999931,350,0,-15.95675,-83.75912444,1
15162,1817,42.27812333,18.46999931,350,0,-11.9195,-83.75912444,1
15163,1817,42.27812333,23.56999969,350,0,-18.456,-83.75912444,1
15164,1817,42.27812333,23.56999969,350,0,-15.95675,-83.75912444,1
15165,1817,42.27812333,28.79999924,350,0,-19.225,-83.75912444,1
15166,1817,42.27812333,28.79999924,350,0,-18.456,-83.75912444,1
15167,1817,42.2781725,0.0,350,0,-1.34925,-83.75906417,1
15168,1817,42.2781725,6.440000057,350,0,-11.9195,-83.75906417,1
15169,1817,42.2781725,6.440000057,350,0,-1.34575,-83.75906417,1
15170,1817,42.2781725,12.88999939,350,0,-11.9195,-83.75906417,1
15171,1824,42.28294722,35.31999969,0,0,0.194,-83.73943583,1
15172,1824,42.28294722,35.31999969,0,0,0.582,-83.73943583,1
15173,1824,42.28294722,35.89999771,0,0,0.582,-83.73943583,1
15174,1824,42.28294722,36.47999954,0,0,0.57375,-83.73943583,1
15175,1824,42.28294722,36.47999954,0,0,0.582,-83.73943583,1
15176,1824,42.28294722,36.47999954,0,0,0.95625,-83.73943583,1
15177,1824,42.28294722,37.36999893,0,0,0.95625,-83.73943583,1
15178,1824,42.28295583,34.89999771,0,0,-2.134,-83.73974611,1
15179,1824,42.28295583,35.16999817,0,0,-2.134,-83.73974611,1
15180,1824,42.28295583,35.20999908,0,0,-2.134,-83.73974611,1
15181,1824,42.28295583,35.20999908,0,0,0.194,-83.73974611,1
15182,1824,42.28295583,35.31999969,0,0,0.194,-83.73974611,1
15183,1824,42.28295806,37.36999893,0,0,0.95625,-83.73906694,1
15184,1824,42.28295806,38.07999802,0,0,-6.69375,-83.73906694,1
15185,1824,42.28295806,38.07999802,0,0,1.33875,-83.73906694,1
15186,1824,42.28295806,38.39999771,0,0,-6.69375,-83.73906694,1
15187,1824,42.28297444,34.59000015,300,0,7.6245,-83.74166333,1
15188,1824,42.28297444,35.63000107,300,0,7.6245,-83.74166333,2
15189,1824,42.28297444,38.07999802,300,0,-4.80625,-83.74166333,1
15190,1824,42.28297444,38.07999802,300,0,7.49775,-83.74166333,1
15191,1824,42.28297444,38.07999802,300,0,7.6245,-83.74166333,1
15192,1824,42.28297444,38.31999969,300,0,-4.80625,-83.74166333,1
15193,1824,42.28297611,27.18000031,0,0,6.4515,-83.74032,1
15194,1824,42.28297611,27.18000031,0,0,8.0155,-83.74032,1
15195,1824,42.28297611,29.43999863,0,0,5.61875,-83.74032,1
15196,1824,42.28297611,29.43999863,0,0,7.94375,-83.74032,1
15197,1824,42.28297611,29.43999863,0,0,8.0155,-83.74032,1
15198,1824,42.28297611,31.54999924,0,0,5.61875,-83.74032,1
15199,1824,42.28297611,33.91999817,0,0,10.075,-83.74032,1
15200,1824,42.28298,33.91999817,0,0,1.9375,-83.7400325,1
15201,1824,42.28298,33.91999817,0,0,10.075,-83.7400325,1
15202,1824,42.28298,35.16999817,0,0,-2.13125,-83.7400325,1
15203,1824,42.28298,35.77999878,0,0,-1.55,-83.7400325,1
15204,1824,42.28298,35.77999878,0,0,1.9375,-83.7400325,1
15205,1824,42.28298,35.98999786,0,0,-2.13125,-83.7400325,1
15206,1824,42.28298,35.98999786,0,0,-1.55,-83.7400325,1
15207,1824,42.28298222,28.6099987,300,0,3.3065,-83.74271667,1
15208,1824,42.28298222,28.6099987,300,0,6.4185,-83.74271667,1
15209,1824,42.28298222,28.6099987,300,0,6.4515,-83.74271667,1
15210,1824,42.28298222,30.53999901,300,0,1.945,-83.74271667,1
15211,1824,42.28298222,30.53999901,300,0,3.3065,-83.74271667,1
15212,1824,42.28298222,31.48999977,300,0,1.7505,-83.74271667,1
15213,1824,42.28298222,31.48999977,300,0,1.945,-83.74271667,1
15214,1824,42.2829825,31.48999977,300,0,1.7505,-83.74239361,1
15215,1824,42.2829825,32.02999878,300,0,1.3615,-83.74239361,1
15216,1824,42.2829825,32.02999878,300,0,1.7505,-83.74239361,1
15217,1824,42.2829825,32.46999741,300,0,1.3615,-83.74239361,1
15218,1824,42.2829825,32.46999741,300,0,1.556,-83.74239361,1
15219,1824,42.2829825,33.16999817,300,0,1.556,-83.74239361,1
15220,1824,42.2829825,33.16999817,300,0,1.564,-83.74239361,1
15221,1824,42.28298583,33.16999817,300,0,-0.5865,-83.74202778,1
15222,1824,42.28298583,33.71999741,300,0,-0.5865,-83.74202778,1
15223,1824,42.28298583,33.89999771,300,0,-0.5865,-83.74202778,1
15224,1824,42.28298583,33.89999771,300,0,0.782,-83.74202778,1
15225,1824,42.28298583,34.59000015,300,0,0.782,-83.74202778,1
15226,1824,42.28298778,30.46999931,300,0,-15.18775,-83.74124861,1
15227,1824,42.28298778,33.84000015,300,0,-15.57225,-83.74124861,1
15228,1824,42.28298778,33.84000015,300,0,-15.18775,-83.74124861,1
15229,1824,42.28298778,36.66999817,300,0,-15.57225,-83.74124861,1
15230,1824,42.28298778,36.66999817,300,0,-12.49625,-83.74124861,1
15231,1824,42.28298778,38.31999969,300,0,-12.49625,-83.74124861,1
15232,1824,42.28298778,38.31999969,300,0,-4.80625,-83.74124861,1
15233,1824,42.28298972,0.0,0,0,-1.167,-83.74056528,1
15234,1824,42.28298972,0.0,0,0,-0.9725,-83.74056528,1
15235,1824,42.28298972,0.0,0,0,7.82,-83.74056528,1
15236,1824,42.28298972,7.940000057,0,0,7.82,-83.74056528,1
15237,1824,42.28298972,7.940000057,0,0,13.4895,-83.74056528,1
15238,1824,42.28298972,14.8399992,0,0,5.865,-83.74056528,1
15239,1824,42.28298972,14.8399992,0,0,13.4895,-83.74056528,1
15240,1824,42.28298972,24.94999886,0,0,5.865,-83.74056528,1
15241,1824,42.28298972,24.94999886,0,0,6.4515,-83.74056528,1
15242,1824,42.28298972,27.18000031,0,0,6.4515,-83.74056528,1
15243,1824,42.28298972,32.18000031,0,0,-12.1275,-83.73871833,1
15244,1824,42.28298972,35.09999847,0,0,-15.785,-83.73871833,1
15245,1824,42.28298972,35.09999847,0,0,-12.1275,-83.73871833,1
15246,1824,42.28298972,37.65999985,0,0,-15.6825,-83.73871833,1
15247,1824,42.28298972,37.65999985,0,0,-12.24,-83.73871833,1
15248,1824,42.28298972,38.39999771,0,0,-12.24,-83.73871833,1
15249,1824,42.28299417,0.0,0,0,-1.7505,-83.74073,1
15250,1824,42.28299417,0.0,0,0,-1.167,-83.74073,2
15251,1824,42.28299417,0.0,300,0,-1.7505,-83.74073,1
15252,1824,42.28299417,3.049999952,0,0,-1.167,-83.74073,1
15253,1824,42.28299417,3.889999866,0,0,-1.167,-83.74073,1
15254,1824,42.28299417,5.039999962,0,0,-1.167,-83.74073,1
15255,1824,42.28300611,18.88999939,300,0,-12.5775,-83.74097667,1
15256,1824,42.28300611,22.92000008,300,0,-14.1255,-83.74097667,1
15257,1824,42.28300611,22.92000008,300,0,-12.5775,-83.74097667,1
15258,1824,42.28300611,26.93000031,300,0,-14.319,-83.74097667,1
15259,1824,42.28300611,26.93000031,300,0,-14.2265,-83.74097667,1
15260,1824,42.28300611,26.93000031,300,0,-14.1255,-83.74097667,1
15261,1824,42.28300611,30.46999931,300,0,-15.18775,-83.74097667,1
15262,1824,42.28300611,30.46999931,300,0,-14.2265,-83.74097667,1
15263,1824,42.28301917,22.64999962,300,0,2.737,-83.74301611,1
15264,1824,42.28301917,22.64999962,300,0,6.647,-83.74301611,1
15265,1824,42.28301917,24.20999908,300,0,6.647,-83.74301611,1
15266,1824,42.28301917,24.20999908,300,0,7.6245,-83.74301611,1
15267,1824,42.28301917,26.3599987,300,0,6.4515,-83.74301611,1
15268,1824,42.28301917,26.3599987,300,0,7.6245,-83.74301611,1
15269,1824,42.28301917,28.6099987,300,0,6.4515,-83.74301611,1
15270,1824,42.28302056,0.0,300,0,-1.7505,-83.74077972,1
15271,1824,42.28302056,8.059999466,300,0,-11.61,-83.74077972,1
15272,1824,42.28302056,8.059999466,300,0,-1.7415,-83.74077972,1
15273,1824,42.28302056,14.05999947,300,0,-11.61,-83.74077972,1
15274,1824,42.28302056,18.88999939,300,0,-12.5775,-83.74077972,1
15275,1824,42.28302056,18.88999939,300,0,-11.61,-83.74077972,1
15276,1824,42.28302333,16.84000015,300,0,2.737,-83.74325333,1
15277,1824,42.28302333,16.84000015,300,0,3.7145,-83.74325333,1
15278,1824,42.28302333,18.8599987,300,0,3.7145,-83.74325333,1
15279,1824,42.28302333,18.8599987,300,0,4.4965,-83.74325333,1
15280,1824,42.28302333,20.69999886,300,0,4.4965,-83.74325333,1
15281,1824,42.28302333,22.64999962,300,0,2.737,-83.74325333,1
15282,1824,42.28302583,13.06999969,0,0,-8.947,-83.74357611,1
15283,1824,42.28302583,18.30999947,0,0,-11.8645,-83.74357611,1
15284,1824,42.28302583,18.30999947,0,0,-8.947,-83.74357611,1
15285,1824,42.28302583,22.71999931,0,0,-11.8645,-83.74357611,1
15286,1824,42.28302583,22.71999931,0,0,-11.67,-83.74357611,1
15287,1824,42.28302583,26.87999916,0,0,-15.171,-83.74357611,1
15288,1824,42.28302583,26.87999916,0,0,-11.67,-83.74357611,1
15289,1824,42.28303639,6.569999695,0,0,-0.58425,-83.74349917,1
15290,1824,42.28303639,7.339999676,0,0,-1.75275,-83.74349917,1
15291,1824,42.28303639,7.339999676,0,0,-0.58425,-83.74349917,1
15292,1824,42.28303639,8.399999619,0,0,-1.75275,-83.74349917,1
15293,1824,42.28303639,8.399999619,0,0,-1.7505,-83.74349917,1
15294,1824,42.28303639,13.06999969,0,0,-8.947,-83.74349917,1
15295,1824,42.28303639,13.06999969,0,0,-1.7505,-83.74349917,1
15296,1824,42.28304667,29.78999901,0,0,-3.08,-83.73844972,1
15297,1824,42.28304667,29.78999901,0,0,3.85,-83.73844972,1
15298,1824,42.28304667,30.34999847,0,0,-10.2025,-83.73844972,1
15299,1824,42.28304667,30.34999847,0,0,-3.08,-83.73844972,1
15300,1824,42.28304667,31.38999939,0,0,3.85,-83.73844972,1
15301,1824,42.28304667,32.18000031,0,0,-12.1275,-83.73844972,1
15302,1824,42.28305694,0.0,0,0,-1.36325,-83.74346194,1
15303,1824,42.28305694,3.99000001,0,0,-1.36325,-83.74346194,1
15304,1824,42.28305694,5.420000076,0,0,-1.36325,-83.74346194,1
15305,1824,42.28305694,5.420000076,0,0,-0.779,-83.74346194,1
15306,1824,42.28305694,6.569999695,0,0,-0.779,-83.74346194,1
